"","player","team","type","MW","nation","position","age","born","starts","starts_graded","subs","subs_graded","benchs","mins","mins_mean","nineties","grade_mean","tG","tGA","npG","npxG","npG_perf","npG_perf_rel","p_att","pG","p_miss","npA","pA","xAG","A_perf","A_perf_rel","npG_A","npG_A_perf","npG_A_perf_rel","npG_p90","npxG_p90","npG_perf_p90","npG_perf_rel_p90","A_p90","xAG_p90","A_perf_p90","A_perf_rel_p90","npG_A_p90","npxG_xAG_p90","npG_A_perf_p90","npG_A_perf_rel_p90","ownG","ylw","ylwred","red","sds","status_pts","grade_pts","npG_pts","pG_pts","npA_pts","pA_pts","ylwred_pts","red_pts","sds_pts","clean_sheet_pts","points","name_fbref","url_fbref"
"1","A. Haidara","RB Leipzig","Mittelfeld",2.8,"MLI","MF","26",1998,16,15,12,4,2,1323,47,14.7,"3.76",48,42,0,1.4,-1.4,"0.00",0,0,0,2,0,0.9,0.1,"1.11",1,-1.2,"0.45",0,0.09,-0.09,"0.00",0.07,0.06,0.01,"1.17",0.07,0.15,-0.08,"0.47",0,7,0,0,0,88,-20,0,0,4,0,0,0,0,0,72,"Amadou Haidara","https://fbref.com/en/players/92432bc6/Amadou-Haidara"
"2","A. Jung","Werder Bremen","Abwehr",2,"GER","DF","32",1991,20,19,8,4,5,1896,68,21.1,"3.83",54,56,0,0,0,"NaN",0,0,0,0,0,0.1,-0.1,"0.00",0,-0.1,"0.00",0,0,0,"NaN",0,0,0,"NaN",0,0,0,"NaN",0,1,0,0,0,96,-30,0,0,0,0,0,0,0,0,66,"Anthony Jung","https://fbref.com/en/players/de838f86/Anthony-Jung"
"3","A. Meyer","Borussia Dortmund","Tor",0.8,"GER","GK","33",1991,2,2,0,0,31,180,90,2,"2.50",69,48,0,0,0,"NaN",0,0,0,0,0,0.1,-0.1,"0.00",0,-0.1,"0.00",0,0,0,"NaN",0,0.06,-0.06,"0.00",0,0.06,-0.06,"0.00",0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,16,"Alexander Meyer","https://fbref.com/en/players/b56dd813/Alexander-Meyer"
"4","Adamu","SC Freiburg","Sturm",1.5,"AUT","FW","23",2001,19,19,6,2,5,1554,62,17.2,"4.07",39,47,2,5.5,-3.5,"0.36",0,0,0,3,0,2.4,-0.4,"0.83",4,-3.9,"0.51",0.12,0.32,-0.2,"0.38",0.12,0.14,-0.02,"0.86",0.23,0.46,-0.23,"0.50",0,5,0,1,1,88,-48,6,0,6,0,0,-6,3,0,49,"Junior Adamu","https://fbref.com/en/players/82e12fe7/Junior-Adamu"
"5","Adeh","Werder Bremen",NA,NA,NA,NA,NA,NA,0,0,0,0,2,0,NA,NA,"NaN",5,4,0,NA,NA,"NA",NA,0,NA,0,0,NA,NA,"NA",NA,NA,"NA",NA,NA,NA,"NA",NA,NA,NA,"NA",NA,NA,NA,"NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
"6","Adeyemi","Borussia Dortmund","Sturm",3,"GER","FW,MF","22",2002,17,17,8,4,0,1439,58,15.9,"3.45",56,36,7,5.5,1.5,"1.27",0,0,0,6,0,6,0,"1.00",13,1.5,"1.13",0.44,0.34,0.1,"1.29",0.38,0.38,0,"1.00",0.82,0.72,0.1,"1.14",0,4,0,0,2,84,4,21,0,12,0,0,0,6,0,127,"Karim Adeyemi","https://fbref.com/en/players/501055d8/Karim-Adeyemi"
"7","Adli","Bayer 04 Leverkusen","Sturm",2.6,"MAR","MF,FW","24",2000,6,6,14,7,1,757,38,8.5,"3.58",41,29,2,2.7,-0.7,"0.74",0,0,0,1,0,0.7,-0.7,"0.00",2,-1.4,"0.59",0.23,0.32,-0.09,"0.72",0,0.08,-0.08,"0.00",0.23,0.4,-0.17,"0.57",0,3,0,0,1,52,-4,6,0,2,0,0,0,3,0,59,"Amine Adli","https://fbref.com/en/players/dcfb17f4/Amine-Adli"
"8","Afolayan","FC St. Pauli","Sturm",1.7,"ENG","FW,MF","26",1998,17,17,15,6,2,1638,51,18.2,"3.96",28,41,3,3.1,-0.1,"0.97",0,0,0,2,0,3.8,-2.8,"0.26",4,-3,"0.57",0.16,0.17,-0.01,"0.94",0.05,0.21,-0.16,"0.24",0.22,0.38,-0.16,"0.58",0,3,0,0,0,98,-42,9,0,4,0,0,0,0,0,69,"Oladapo Afolayan","https://fbref.com/en/players/5054c359/Oladapo-Afolayan"
"9","Agu","Werder Bremen","Abwehr",1.6,"NGA","DF","24",1999,21,21,1,1,2,1762,80,19.5,"3.59",37,42,3,1.4,1.6,"2.14",0,0,0,1,0,1.8,-1.8,"0.00",3,-0.2,"0.94",0.15,0.07,0.08,"2.14",0,0.09,-0.09,"0.00",0.15,0.17,-0.02,"0.88",1,1,0,0,1,86,-8,15,0,2,0,0,0,3,0,98,"Felix Agu","https://fbref.com/en/players/cb6d81b3/Felix-Agu"
"10","Ahlers","FC St. Pauli","Tor",0.5,NA,NA,NA,NA,0,0,0,0,1,0,NA,NA,"NaN",0,1,0,NA,NA,"NA",NA,0,NA,0,0,NA,NA,"NA",NA,NA,"NA",NA,NA,NA,"NA",NA,NA,NA,"NA",NA,NA,NA,"NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
"11","Ahlstrand","FC St. Pauli","Mittelfeld",1.3,"SWE","FW,MF","22",2001,0,0,5,0,16,40,8,0.5,"NaN",18,26,0,0,0,"NaN",0,0,0,0,0,0,0,"NaN",0,0,"NaN",0,0,0,"NaN",0,0,0,"NaN",0,0,0,"NaN",0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,10,"Erik Ahlstrand","https://fbref.com/en/players/f6b692c0/Erik-Ahlstrand"
"12","Aigbekaen","FC St. Pauli","Sturm",0.5,NA,NA,NA,NA,0,0,0,0,1,0,NA,NA,"NaN",0,2,0,NA,NA,"NA",NA,0,NA,0,0,NA,NA,"NA",NA,NA,"NA",NA,NA,NA,"NA",NA,NA,NA,"NA",NA,NA,NA,"NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
"13","Akaegbobi","VfL Wolfsburg",NA,NA,NA,NA,NA,NA,0,0,0,0,2,0,NA,NA,"NaN",3,4,0,NA,NA,"NA",NA,0,NA,0,0,NA,NA,"NA",NA,NA,"NA",NA,NA,NA,"NA",NA,NA,NA,"NA",NA,NA,NA,"NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
"14","Akpoguma","TSG Hoffenheim","Abwehr",1.7,"NGA","DF","29",1995,23,23,9,4,2,2213,69,24.7,"3.78",46,68,0,0.1,-0.1,"0.00",0,0,0,0,0,0.3,-0.3,"0.00",0,-0.4,"0.00",0,0,0,"NaN",0,0.01,-0.01,"0.00",0,0.02,-0.02,"0.00",0,3,0,0,0,110,-30,0,0,0,0,0,0,0,0,80,"Kevin Akpoguma","https://fbref.com/en/players/6ec6fde0/Kevin-Akpoguma"
"15","Al-Dakhil","VfB Stuttgart","Abwehr",2.2,"BEL","DF","22",2002,6,6,1,0,7,470,67,4.8,"3.83",18,23,0,0.1,-0.1,"0.00",0,0,0,0,0,0.2,-0.2,"0.00",0,-0.2,"0.00",0,0.01,-0.01,"0.00",0,0.04,-0.04,"0.00",0,0.05,-0.05,"0.00",0,0,0,1,0,26,-8,0,0,0,0,0,-6,0,0,12,"Ameen Al-Dakhil","https://fbref.com/en/players/93e08bce/Ameen-Al-Dakhil"
"16","Alajbegovic","Bayer 04 Leverkusen",NA,NA,NA,NA,NA,NA,0,0,0,0,5,0,NA,NA,"NaN",10,4,0,NA,NA,"NA",NA,0,NA,0,0,NA,NA,"NA",NA,NA,"NA",NA,NA,NA,"NA",NA,NA,NA,"NA",NA,NA,NA,"NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
"17","Albers","FC St. Pauli","Sturm",0.8,"DEN","FW","34",1990,0,0,14,0,4,49,4,0.7,"NaN",12,22,1,0.6,0.4,"1.67",0,0,0,0,0,0.1,-0.1,"0.00",1,0.3,"1.43",1.45,0.9,0.55,"1.61",0,0.14,-0.14,"0.00",1.45,1.04,0.41,"1.39",0,0,0,0,0,28,0,3,0,0,0,0,0,0,0,31,"Andreas Albers","https://fbref.com/en/players/94471fb7/Andreas-Albers"
"18","Aleix Garcia","Bayer 04 Leverkusen","Mittelfeld",3.2,"ESP","MF","27",1997,17,17,11,1,6,1451,52,16.2,"3.56",72,43,3,1,2,"3.00",0,0,0,4,0,4.9,-0.9,"0.82",7,1.1,"1.19",0.19,0.06,0.13,"3.17",0.25,0.3,-0.05,"0.83",0.43,0.36,0.07,"1.19",0,3,0,0,1,90,-4,12,0,8,0,0,0,3,0,109,"Aleix García","https://fbref.com/en/players/a10361d2/Aleix-Garcia"
"19","Alvero","Werder Bremen","Mittelfeld",1.6,"FRA","MF","22",2002,1,1,11,3,10,226,19,2.6,"4.38",34,40,0,0,0,"NaN",0,0,0,0,0,0,0,"NaN",0,0,"NaN",0,0.01,-0.01,"0.00",0,0,0,"NaN",0,0.01,-0.01,"0.00",0,1,0,0,0,26,-14,0,0,0,0,0,0,0,0,12,"Skelly Alvero","https://fbref.com/en/players/add37c13/Skelly-Alvero"
"20","Amenda","Eintracht Frankfurt","Abwehr",1.6,"SUI","DF","21",2003,1,1,7,0,16,91,11,1.1,"3.00",50,35,0,0,0,"NaN",0,0,0,0,0,0.3,-0.3,"0.00",0,-0.3,"0.00",0,0,0,"NaN",0,0.23,-0.23,"0.00",0,0.23,-0.23,"0.00",0,1,0,0,0,18,2,0,0,0,0,0,0,0,0,20,"Aurele Amenda","https://fbref.com/en/players/1227a22d/Aurele-Amenda"
"21","Amiri","1. FSV Mainz 05","Mittelfeld",3.5,"GER","MF","27",1996,30,30,0,0,0,2609,87,27.5,"3.02",53,38,5,3.9,1.1,"1.28",2,2,0,7,0,6.6,-1.6,"0.76",10,-0.5,"0.95",0.18,0.14,0.04,"1.29",0.18,0.24,-0.06,"0.75",0.36,0.38,-0.02,"0.95",0,7,1,1,4,120,58,20,8,14,0,-3,-6,12,0,223,"Nadiem Amiri","https://fbref.com/en/players/555d5edd/Nadiem-Amiri"
"22","Amoura","VfL Wolfsburg","Sturm",2.2,"ALG","FW","24",2000,29,29,2,1,0,2483,80,27.4,"3.18",52,50,8,7.2,0.8,"1.11",2,2,0,12,0,4,5,"2.25",17,5.8,"1.52",0.29,0.26,0.03,"1.12",0.33,0.15,0.18,"2.20",0.62,0.41,0.21,"1.51",0,6,0,0,5,120,38,24,6,24,0,0,0,15,0,227,"Mohamed Amoura","https://fbref.com/en/players/6597f8b6/Mohamed-Amoura"
"23","Andrich","Bayer 04 Leverkusen","Mittelfeld",3.8,"GER","MF,DF","29",1994,19,19,4,1,9,1605,70,17.8,"3.30",69,40,2,1.3,0.7,"1.54",0,0,0,2,0,0.3,1.7,"6.67",4,2.4,"2.50",0.11,0.07,0.04,"1.57",0.11,0.02,0.09,"5.50",0.23,0.09,0.14,"2.56",0,7,0,0,1,84,16,8,0,4,0,0,0,3,0,115,"Robert Andrich","https://fbref.com/en/players/e0b113a7/Robert-Andrich"
"24","Angely","VfL Wolfsburg","Abwehr",0.8,NA,NA,NA,NA,0,0,0,0,4,0,NA,NA,"NaN",9,2,0,NA,NA,"NA",NA,0,NA,0,0,NA,NA,"NA",NA,NA,"NA",NA,NA,NA,"NA",NA,NA,NA,"NA",NA,NA,NA,"NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
"25","Anton","Borussia Dortmund","Abwehr",4,"GER","DF","28",1996,22,21,4,2,3,1947,75,21.7,"3.26",64,42,2,1.7,0.3,"1.18",0,0,0,2,0,0.8,1.2,"2.50",4,1.5,"1.60",0.09,0.08,0.01,"1.12",0.09,0.04,0.05,"2.25",0.18,0.11,0.07,"1.64",1,4,0,0,1,96,22,10,0,4,0,0,0,3,0,135,"Waldemar Anton","https://fbref.com/en/players/5e66fa06/Waldemar-Anton"
"26","Arnold","VfL Wolfsburg","Mittelfeld",2.6,"GER","MF","30",1994,27,27,1,1,0,2422,86,26.2,"3.41",49,45,3,0.9,2.1,"3.33",0,0,0,5,0,3.5,1.5,"1.43",8,3.7,"1.86",0.11,0.03,0.08,"3.67",0.19,0.13,0.06,"1.46",0.31,0.17,0.14,"1.82",0,7,0,1,2,110,10,12,0,10,0,0,-6,6,0,142,"Maximilian Arnold","https://fbref.com/en/players/86e119e0/Maximilian-Arnold"
"27","Arp","Holstein Kiel","Sturm",1.2,"GER","FW,MF","24",2000,3,3,20,10,9,696,30,7.9,"3.92",44,77,1,2.2,-1.2,"0.45",2,1,1,2,0,1,-1,"0.00",1,-2.2,"0.31",0.13,0.27,-0.14,"0.48",0,0.13,-0.13,"0.00",0.13,0.4,-0.27,"0.32",0,6,1,0,0,52,-22,3,3,4,0,-3,0,0,0,37,"Jann-Fiete Arp","https://fbref.com/en/players/c21fb312/Jann-Fiete-Arp"
"28","Arthur","Bayer 04 Leverkusen","Abwehr",1.6,"BRA","DF","21",2003,7,7,13,2,11,744,37,8.4,"4.28",67,39,0,0.1,-0.1,"0.00",0,0,0,1,0,0.4,0.6,"2.50",1,0.6,"2.50",0,0.01,-0.01,"0.00",0.12,0.04,0.08,"3.00",0.12,0.05,0.07,"2.40",0,1,0,0,0,54,-28,0,0,2,0,0,0,0,0,28,"Arthur","https://fbref.com/en/players/8a958856/Arthur"
"29","Arthur Chaves","TSG Hoffenheim","Abwehr",1.2,"BRA","DF","23",2001,24,24,2,1,2,2187,84,24.3,"3.64",40,54,1,0.8,0.2,"1.25",0,0,0,0,0,0.1,-0.1,"0.00",1,0.1,"1.11",0.04,0.03,0.01,"1.33",0,0,0,"NaN",0.04,0.04,0,"1.00",0,8,0,0,0,100,-14,5,0,0,0,0,0,0,0,91,"Arthur Chaves","https://fbref.com/en/players/913e4711/Arthur-Chaves"
"30","Aseko Nkili","Bayern München","Mittelfeld",0.5,NA,NA,NA,NA,0,0,0,0,2,0,NA,NA,"NaN",6,1,0,NA,NA,"NA",NA,0,NA,0,0,NA,NA,"NA",NA,NA,"NA",NA,NA,NA,"NA",NA,NA,NA,"NA",NA,NA,NA,"NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
"31","At. Szalai","TSG Hoffenheim","Abwehr",1.5,NA,NA,NA,NA,0,0,0,0,1,0,NA,NA,"NaN",3,2,0,NA,NA,"NA",NA,0,NA,0,0,NA,NA,"NA",NA,NA,"NA",NA,NA,NA,"NA",NA,NA,NA,"NA",NA,NA,NA,"NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
"32","Atubolu","SC Freiburg","Tor",2.6,"GER","GK","22",2002,26,26,0,0,2,2308,89,25.6,"3.00",39,41,0,0,0,"NaN",0,0,0,0,0,0,0,"NaN",0,0,"NaN",0,0,0,"NaN",0,0,0,"NaN",0,0,0,"NaN",0,2,0,0,0,104,52,0,0,0,0,0,0,0,20,176,"Noah Atubolu","https://fbref.com/en/players/dbd1b101/Noah-Atubolu"
"33","Azhil","Borussia Dortmund","Mittelfeld",0.5,"MAR","MF","23",2001,0,0,1,0,7,23,23,0.3,"NaN",11,13,0,0,0,"NaN",0,0,0,0,0,0,0,"NaN",0,0,"NaN",0,0,0,"NaN",0,0,0,"NaN",0,0,0,"NaN",0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,2,"Ayman Azhil","https://fbref.com/en/players/ce81d82d/Ayman-Azhil"
"34","Aznou","Bayern München","Abwehr",0.5,"MAR","DF","18",2006,0,0,2,0,11,15,8,0.2,"NaN",38,11,0,0,0,"NaN",0,0,0,0,0,0,0,"NaN",0,0,"NaN",0,0,0,"NaN",0,0,0,"NaN",0,0,0,"NaN",0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,"Adam Aznou","https://fbref.com/en/players/e678d983/Adam-Aznou"
"35","B. Dardai","VfL Wolfsburg","Mittelfeld",0.7,"HUN","MF","18",2006,16,16,5,2,13,1312,62,14.5,"3.81",56,54,1,1,0,"1.00",0,0,0,2,1,1,0,"1.00",2,-0.1,"0.95",0.07,0.07,0,"1.00",0.07,0.07,0,"1.00",0.14,0.14,0,"1.00",0,0,0,0,0,74,-22,4,0,4,2,0,0,0,0,62,"Bence Dárdai","https://fbref.com/en/players/dcb6f03c/Bence-Dardai"
"36","Backhaus","Werder Bremen","Tor",1,NA,NA,NA,NA,0,0,0,0,33,0,NA,NA,"NaN",54,56,0,NA,NA,"NA",NA,0,NA,0,0,NA,NA,"NA",NA,NA,"NA",NA,NA,NA,"NA",NA,NA,NA,"NA",NA,NA,NA,"NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
"37","Bahoya","Eintracht Frankfurt","Sturm",1.2,"FRA","MF,FW","19",2005,10,10,14,4,4,919,38,10.2,"3.68",53,41,2,1.9,0.1,"1.05",0,0,0,3,0,1.7,1.3,"1.76",5,1.4,"1.39",0.2,0.18,0.02,"1.11",0.29,0.17,0.12,"1.71",0.49,0.35,0.14,"1.40",0,3,0,0,0,68,-10,6,0,6,0,0,0,0,0,70,"Jean Mattéo Bahoya","https://fbref.com/en/players/70d4c949/Jean-Matteo-Bahoya"
"38","Baldé","VfL Bochum","Sturm",1.2,"GUI","MF,FW","21",2002,0,0,5,1,1,85,17,1,"3.50",6,14,0,0.2,-0.2,"0.00",0,0,0,0,0,0.2,-0.2,"0.00",0,-0.4,"0.00",0,0.18,-0.18,"0.00",0,0.17,-0.17,"0.00",0,0.35,-0.35,"0.00",0,1,0,0,0,10,0,0,0,0,0,0,0,0,0,10,"Aliou Badara Baldé","https://fbref.com/en/players/7362a6f2/Aliou-Badara-Balde"
"39","Bamba","VfL Bochum","Sturm",1.4,"GER","FW,MF","20",2004,0,0,5,0,8,21,4,0.3,"NaN",14,21,0,0.1,-0.1,"0.00",0,0,0,0,0,0,0,"NaN",0,-0.1,"0.00",0,0.35,-0.35,"0.00",0,0.1,-0.1,"0.00",0,0.45,-0.45,"0.00",0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,10,"Samuel Bamba","https://fbref.com/en/players/489d4867/Samuel-Bamba"
"40","Banks","FC Augsburg","Abwehr",1.2,"USA","DF","17",2006,2,2,6,2,12,276,34,3.1,"3.00",22,20,0,0.1,-0.1,"0.00",0,0,0,0,0,0,0,"NaN",0,-0.1,"0.00",0,0.02,-0.02,"0.00",0,0,0,"NaN",0,0.02,-0.02,"0.00",1,2,0,0,0,20,8,0,0,0,0,0,0,0,0,28,"Noahkai Banks","https://fbref.com/en/players/118e3ac3/Noahkai-Banks"
"41","Banks","FC St. Pauli","Sturm",1.2,"SCO","FW,MF","22",2001,0,0,12,0,10,103,9,1.3,"NaN",16,25,0,0.3,-0.3,"0.00",0,0,0,1,0,0,0,"NaN",0,-0.3,"0.00",0,0.22,-0.22,"0.00",0,0,0,"NaN",0,0.22,-0.22,"0.00",1,2,0,0,0,24,0,0,0,2,0,0,0,0,0,26,"Scott Banks","https://fbref.com/en/players/d01f8942/Scott-Banks"
"42","Barkok","1. FSV Mainz 05","Mittelfeld",1.2,"MAR","MF","26",1998,0,0,4,1,10,69,17,0.8,"3.00",23,21,0,0,0,"NaN",0,0,0,0,0,0.1,-0.1,"0.00",0,-0.1,"0.00",0,0,0,"NaN",0,0.17,-0.17,"0.00",0,0.17,-0.17,"0.00",0,0,0,0,0,8,2,0,0,0,0,0,0,0,0,10,"Aymen Barkok","https://fbref.com/en/players/a2a85828/Aymen-Barkok"
"43","Batshuayi","Eintracht Frankfurt","Sturm",2.2,"BEL","FW","30",1993,3,3,7,2,4,296,30,3.3,"4.20",23,19,3,1.2,1.8,"2.50",0,0,0,0,0,0,0,"NaN",3,1.7,"2.31",0.9,0.36,0.54,"2.50",0,0.01,-0.01,"0.00",0.9,0.38,0.52,"2.37",0,2,0,0,0,26,-14,9,0,0,0,0,0,0,0,21,"Michy Batshuayi","https://fbref.com/en/players/2973d8ff/Michy-Batshuayi"
"44","Batz","1. FSV Mainz 05","Tor",0.8,NA,NA,NA,NA,0,0,0,0,7,0,NA,NA,"NaN",10,10,0,NA,NA,"NA",NA,0,NA,0,0,NA,NA,"NA",NA,NA,"NA",NA,NA,NA,"NA",NA,NA,NA,"NA",NA,NA,NA,"NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
"45","Baumann","TSG Hoffenheim","Tor",3.8,"GER","GK","34",1990,28,28,0,0,0,2520,90,28,"2.98",35,53,0,0,0,"NaN",0,0,0,0,0,1,-1,"0.00",0,-1,"0.00",0,0,0,"NaN",0,0.03,-0.03,"0.00",0,0.03,-0.03,"0.00",0,1,0,0,2,112,58,0,0,0,0,0,0,6,8,184,"Oliver Baumann","https://fbref.com/en/players/47064058/Oliver-Baumann"
"46","Baumgartner","RB Leipzig","Mittelfeld",3,"AUT","MF","24",1999,18,18,13,3,1,1611,52,17.9,"3.88",52,46,2,4.5,-2.5,"0.44",0,0,0,2,0,1.3,-0.3,"0.77",3,-2.8,"0.52",0.11,0.25,-0.14,"0.44",0.06,0.07,-0.01,"0.86",0.17,0.33,-0.16,"0.52",0,5,0,0,0,98,-32,8,0,4,0,0,0,0,0,78,"Christoph Baumgartner","https://fbref.com/en/players/437f2b00/Christoph-Baumgartner"
"47","Bebou","TSG Hoffenheim","Sturm",2.5,"TOG","MF","30",1994,0,0,1,0,0,8,8,0.1,"NaN",0,4,0,0,0,"NaN",0,0,0,0,0,0,0,"NaN",0,0,"NaN",0,0,0,"NaN",0,0,0,"NaN",0,0,0,"NaN",0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,"Ihlas Bebou","https://fbref.com/en/players/a53b661f/Ihlas-Bebou"
"48","Beck","1. FC Heidenheim","Mittelfeld",1.3,"GER","MF,FW","27",1997,18,18,14,4,1,1597,50,17.8,"3.36",37,61,4,3.3,0.7,"1.21",0,0,0,1,0,1.2,-0.2,"0.83",5,0.5,"1.11",0.23,0.18,0.05,"1.28",0.06,0.07,-0.01,"0.86",0.28,0.25,0.03,"1.12",0,1,0,0,1,100,12,16,0,2,0,0,0,3,0,133,"Adrian Beck","https://fbref.com/en/players/616c09f5/Adrian-Beck"
"49","Becker","TSG Hoffenheim","Mittelfeld",1.3,"GER","MF","24",2000,7,7,6,1,6,665,51,7.4,"3.81",26,40,0,0.1,-0.1,"0.00",0,0,0,1,0,0.3,0.7,"3.33",1,0.6,"2.50",0,0.02,-0.02,"0.00",0.13,0.04,0.09,"3.25",0.13,0.05,0.08,"2.60",0,1,0,0,1,40,-10,0,0,2,0,0,0,3,0,35,"Finn Ole Becker","https://fbref.com/en/players/dd2e62da/Finn-Ole-Becker"
"50","Behrens","TSG Hoffenheim","Abwehr",0.5,"GER","DF","",NA,0,0,1,1,1,28,28,0.3,"3.50",2,4,0,0,0,"NaN",0,0,0,0,0,0,0,"NaN",0,0,"NaN",0,0,0,"NaN",0,0,0,"NaN",0,0,0,"NaN",0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,"Hannes Behrens","https://fbref.com/en/players/ca788298/Hannes-Behrens"
"51","Beier","Borussia Dortmund","Sturm",4.8,"GER","FW,MF","21",2002,17,17,12,7,1,1589,55,17.7,"3.62",57,47,8,7.7,0.3,"1.04",0,0,0,7,0,3.3,1.7,"1.52",13,2,"1.18",0.45,0.44,0.01,"1.02",0.28,0.19,0.09,"1.47",0.74,0.62,0.12,"1.19",0,2,0,0,2,92,-12,24,0,14,0,0,0,6,0,124,"Maximilian Beier","https://fbref.com/en/players/5db45ee5/Maximilian-Beier"
"52","Bell","1. FSV Mainz 05","Abwehr",1.6,"GER","DF","32",1991,15,15,3,3,5,1436,80,16,"3.31",37,29,0,0.8,-0.8,"0.00",0,0,0,1,0,1,0,"1.00",1,-0.8,"0.56",0,0.05,-0.05,"0.00",0.06,0.06,0,"1.00",0.06,0.11,-0.05,"0.55",0,4,0,0,1,66,14,0,0,2,0,0,0,3,0,85,"Stefan Bell","https://fbref.com/en/players/857a5abe/Stefan-Bell"
"53","Belocian","Bayer 04 Leverkusen","Abwehr",1.5,"FRA","DF,MF","19",2005,1,1,4,0,5,65,13,0.8,"4.50",27,15,0,0,0,"NaN",0,0,0,0,0,0,0,"NaN",0,0,"NaN",0,0,0,"NaN",0,0,0,"NaN",0,0,0,"NaN",0,1,0,0,0,12,-4,0,0,0,0,0,0,0,0,8,"Jeanuël Belocian","https://fbref.com/en/players/c678ddd7/Jeanuel-Belocian"
"54","Benes","1. FC Union Berlin","Mittelfeld",2,"SVK","MF,FW","26",1997,3,3,20,5,7,571,25,6.5,"4.38",29,41,2,0.9,1.1,"2.22",0,0,0,1,0,1,0,"1.00",3,1.1,"1.58",0.31,0.14,0.17,"2.21",0.15,0.15,0,"1.00",0.46,0.29,0.17,"1.59",0,4,0,0,0,52,-28,8,0,2,0,0,0,0,0,34,"László Bénes","https://fbref.com/en/players/fe888e39/Laszlo-Benes"
"55","Bensebaini","Borussia Dortmund","Abwehr",2.4,"ALG","DF","29",1995,23,23,8,3,0,2023,65,22.5,"3.33",68,43,1,1.3,-0.3,"0.77",0,0,0,6,0,3.2,2.8,"1.88",7,2.5,"1.56",0.04,0.06,-0.02,"0.67",0.27,0.14,0.13,"1.93",0.31,0.2,0.11,"1.55",0,6,0,0,1,108,18,5,0,12,0,0,0,3,0,146,"Ramy Bensebaini","https://fbref.com/en/players/378825c7/Ramy-Bensebaini"
"56","Bernardo","VfL Bochum","Abwehr",2.6,"BRA","DF","29",1995,19,19,2,2,0,1780,85,19.8,"3.38",20,28,0,0.7,-0.7,"0.00",0,0,0,0,0,0.7,-0.7,"0.00",0,-1.4,"0.00",0,0.04,-0.04,"0.00",0,0.04,-0.04,"0.00",0,0.07,-0.07,"0.00",0,5,0,0,0,80,10,0,0,0,0,0,0,0,0,90,"Bernardo","https://fbref.com/en/players/17370b95/Bernardo"
"57","Bernhardsson","Holstein Kiel","Sturm",1.6,"SWE","FW,MF","25",1998,15,15,4,3,1,1270,67,14,"3.47",31,45,7,4.1,2.9,"1.71",0,0,0,2,1,1.3,0.7,"1.54",9,3.5,"1.64",0.5,0.29,0.21,"1.72",0.14,0.1,0.04,"1.40",0.64,0.39,0.25,"1.64",0,3,0,0,2,68,2,21,0,4,2,0,0,6,0,103,"Alexander Bernhardsson","https://fbref.com/en/players/dea1d183/Alexander-Bernhardsson"
"58","Bero","VfL Bochum","Mittelfeld",1.6,"SVK","MF","28",1995,29,29,1,1,0,2571,86,28.5,"3.50",31,56,5,3,2,"1.67",1,0,1,2,0,3.7,-1.7,"0.54",7,0.3,"1.04",0.18,0.11,0.07,"1.64",0.07,0.13,-0.06,"0.54",0.25,0.24,0.01,"1.04",0,11,0,0,0,118,0,20,0,4,0,0,0,0,0,142,"Matúš Bero","https://fbref.com/en/players/b5e0af76/Matus-Bero"
"59","Beste","SC Freiburg","Mittelfeld",3.4,"GER","FW,MF","25",1999,0,0,12,2,1,200,17,2.4,"3.75",20,16,0,0.9,-0.9,"0.00",0,0,0,1,0,0.4,0.6,"2.50",1,-0.3,"0.77",0,0.38,-0.38,"0.00",0.42,0.16,0.26,"2.62",0.42,0.54,-0.12,"0.78",0,0,0,0,0,24,-2,0,0,2,0,0,0,0,0,24,"Jan-Niklas Beste","https://fbref.com/en/players/57382429/Jan-Niklas-Beste"
"60","Bialek","VfL Wolfsburg","Sturm",1.2,NA,NA,NA,NA,0,0,0,0,1,0,NA,NA,"NaN",2,2,0,NA,NA,"NA",NA,0,NA,0,0,NA,NA,"NA",NA,NA,"NA",NA,NA,NA,"NA",NA,NA,NA,"NA",NA,NA,NA,"NA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
